country,name,longName,foundingDate,population,capital,largestCity,area
3935,the Sovereign Military Order of Malt,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malt,,3,Rome,,
3936,the Sovereign Military Order of Malt,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malt,,3,Via Condo,,
3937,the Sovereign Military Order of Malt,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malt,,3,Italy,,
3938,the Sovereign Military Order of Malt,Sovereign Military Hospitaller Order of Saint John of Jerusalem of Rhodes and of Malt,,3,Palazzo M,,
3939,Netherlands,,1813-11-20,,Amsterdam,,
3940,Aeterna Luci,Sovereign State of Aeterna Luci,,,,,14km
3941,SCA,,10/3/1945,,Pyongyang,,
3942,Soviet occupation of Manchuri,,8/9/1945,,Shenyang,,
3943,Naissaar,,,,,,
3944,Soviet Unio,,12/30/1922,,Moscow,Moscow,
3945,Spai,Kingdom of Spai,1479-01-20,46439864,Madrid,,195364mi
3946,Spanish East Indies,,1565-04-27,,Cebu,,
3947,Spanish East Indies,,1565-04-27,,Iloilo City,,
3948,Spanish East Indies,,1565-04-27,,Man,,
3949,,,,,,,
3950,Formos,,,,Keelung,,
3951,Spanish Gui,,1778-03-11,,Malabo,,
3952,Spanish Netherlands,,1581-07-26,,Brussels,,
3953,Santo Domingo,,,,Santo Domingo,,
3954,Spanish protectorate in Morocco,,11/27/1912,,Tétouan,,
3955,Spai,,4/4/1939,,,,
3956,Spanish Sahar,,1884-12-26,,Laayoune,,
3957,Spanish West Afric,,12/26/1946,,"Dakhla, Western Sahar",,
3958,Spai,,,,Santo Domingo,,
3959,Spart,,,,Sparta (mythology),,
3960,,Special administrative regions of the People's Republic of Chi,,7858800,,,1135.7km
3961,,,,,,,
3962,Sponheim-Say,,,,,,
3963,Kingdom of Sri Ksetr,,,,Pyu city-states,,
3964,Sri Lank,,2/4/1948,,Sri Jayawardenepura Kotte,olombo,25332mi
3965,Sri Lank,,2/4/1948,,Colombo,olombo,25332mi
3966,Srivijay,,,,Central Jav,,
3967,Srivijay,,,,Chaiya Distr,,
3968,Srivijay,,,,Jamb,,
3969,Srivijay,,,,Palembang,,
3970,Saint Emmeram's Abbey,,,,,,
3971,,,,,,,
3972,Saint George's Abbey Isny im Allgau,,,,,,
3973,Saint Ludger's Abbey,,,,Helmsted,,
3974,Saint Maximin Abbey,,,,,,
3975,Saint Ulrich and Saint Afra Abbey Augsburg,,,,,,
3976,Stadio,,,,Oberstadion,,
3977,Stadion-Thannhaus,,,,Thannhausen,,
3978,Stadion-Warthaus,,,,Warthausen,,
3979,Starhemberg,,,,,,
3980,Aleppo,,9/1/1920,,Aleppo,,
3981,Bahrai,,,,Manam,,
3982,State of Brazil,,,,"Salvador, Bah",,
3983,Buenos Aires,,1852-09-11,,Buenos Aires,,
3984,Bur,,8/1/1943,,Yangon,,
3985,Gosudarstvo Buryat-Mongoliy,,4/25/1917,,"Chita, Zabaykalsky Kr",,
3986,Damascus,,9/3/1920,,Damascus,,
3987,Deseret,,,,Salt Lake City,,
3988,Gosh,,1882-10-24,,Mahikeng,,
3989,Gosh,,1882-10-24,,Rooigrond,,
3990,Grão-Pará and Maranhão,,,,Belém,,
3991,Grão-Pará and Rio Negro,,,,Belém,,
3992,Haiti,,1806-10-17,,"Milot, H",,
3993,Katang,,7/11/1960,,Lubumbash,,
3994,Malt,,9/21/1964,,,,
3995,Maranhão,,,,"São Luís, Maranhão",,
3996,Maranhão and Piauí,,,,"São Luís, Maranhão",,
3997,Muskog,,,,"Miccosukee, Florid",,
3998,Palesti,State of Palesti,11/15/1988,4550368,Ramallah,Gaza ,2400mi
3999,Palesti,State of Palesti,11/15/1988,4550368,Jerusalem,Gaza ,2400mi
4000,Palesti,State of Palesti,11/15/1988,4550368,East Jerusalem,Gaza ,2400mi
4001,Palesti,State of Palesti,11/29/2012,4550368,Ramallah,Gaza ,2400mi
4002,Palesti,State of Palesti,11/29/2012,4550368,Jerusalem,Gaza ,2400mi
4003,Palesti,State of Palesti,11/29/2012,4550368,East Jerusalem,Gaza ,2400mi
4004,"Slovenes, Croats and Serbs",,10/29/1918,,Zagreb,,
4005,Somaliland,,6/26/1960,,,,
4006,Syri,,,,,,
4007,Teutonic Stat,,1230-05-16,,Malbork Castle,,
4008,Teutonic Stat,,1230-05-16,,Königsberg Castle,,
4009,Viet,,6/14/1949,,Hano,,
4010,,,,,,,
4011,Stellaland,,1882-07-26,,Vryburg,,
4012,Stolberg-Rossl,,,,Roß,,
4013,Stolberg-Stolberg,,1548-03-19,,Stolberg (Harz),,
4014,Stolberg-Wernigerod,,,,County of Wernigerode,,
4015,Straits Settlements,,,,Singapore,,
4016,Strandzha Commu,,8/18/1903,,Malko Tarnovo,,
4017,,,,,,,
4018,,,,,,,
4019,Subalpine Republic,,1800-06-20,,Turin,,
4020,Sub,Subanen Territory,,,Zamboanga City,Zamboanga ,23409km
4021,Sud,Republic of the Sud,,40235000,Khartoum,Omdurman,728215mi
4022,Sui,,,,Suizhou,,
4023,Sui dynasty,,0581-03-04,,Luoyang,,
4024,Sui dynasty,,0581-03-04,,Chang'an,,
4025,Sukothai Kingdo,,,,Mueang Sukhothai Distr,,
4026,Sukothai Kingdo,,,,Mueang Phitsanulok Distr,,
4027,Auss,,,,As,,
4028,Banjar,,,,"Martapura, South Kalimantan",,
4029,Banjar,,,,Banjarmasin,,
4030,Bulung,,,,Bulungan Regency,,
4031,Sultanate of Cirebo,,,,Cirebon,,
4032,Darfur,,,,Al-Fashir,,
4033,Deli,,,,Medan,,
4034,Egypt,,12/19/1914,,,,
4035,Gow,,,,Sungguminas,,
4036,Hobyo Sultanat,,,,Hobyo,,
4037,Ifat Sultanat,,,,Ze,,
4038,Sultanate of Kano,,,,"Dala, Niger",,
4039,Sultanate of Kano,,,,Kano,,
4040,Lahej,,,,,,
4041,Maguindanao,,,,Cotabato City,,
4042,Mogadishu Sultanat,,,,Mogadishu,,
4043,Sultanate of Muscat,,,,"Muscat, Oman",,
4044,Nejd,,,,Riyadh,,
4045,Ru,,,,Kony,,
4046,Ru,,,,Sivas,,
4047,Ru,,,,Nicae,,
4048,Sambas Sultanat,,,,"Pontianak, Indones",,
4049,Siak,,,,Siak Sri Indrapur,,
4050,Siak,,,,Pekanbaru,,
4051,Sultanate of Singor,,,,,,
4052,Sulu,,1405-11-17,,"Maimbung, Sulu",,
4053,Sulu,,1405-11-17,,Palawan,,
4054,Ternat,,,,Ternate,,
4055,Gobroon dynasty,,,,Afgooye,,
4056,Tidor,,,,Tidore,,
4057,Zanzibar,,1856-10-19,,Zanzibar City,,
4058,Sunda Kingdo,,,,Pakuan Pajajaran,,
4059,Sunda Kingdo,,,,Astana Gede inscription,,
4060,Sundgau,,,,Altkirch,,
4061,South Kor,,5/16/1961,,Seou,,
4062,Sur Empir,,1540-05-17,,Sasaram,,
4063,Indo-Parthians,,,,,,
4064,Suri,,1667-02-26,,Fort Zeelandia (Paramaribo),,
4065,Suri,Republic of Suri,12/15/1954,573311,Paramaribo,Paramaribo,63251mi
4066,Suri,Republic of Suri,11/25/1975,573311,Paramaribo,Paramaribo,63251mi
4067,Suri,,12/15/1954,,Paramaribo,,
4068,Sadiy,,,,Sadiy,,
4069,Sadiy,,,,Maju,,
4070,Svalbard,Svalbard,,2642,Longyearbyen,,23561mi
4071,Swat,,,,Saidu Sharif,,
4072,Swaziland,Kingdom of Swaziland,9/6/1968,1119000,Mbabane,Mbaban,6704mi
4073,Swaziland,Kingdom of Swaziland,9/6/1968,1119000,Lobamb,Mbaban,6704mi
4074,Swed,Kingdom of Swed,,9851017,Stockholm,,175896mi
4075,Saint Barthélemy,,1784-07-01,,"Gustavia, Saint Barthélemy",,
4076,Swed,,,,Stockholm during the Great Power Er,,
4077,Swedish Gold Coast,,,,Osu Castle,,
4078,Ingri,,,,Narv,,
4079,Livoni,,1629-09-25,,Rig,,
4080,Swed,,,,Stockholm,,
4081,Pomerani,,1630-07-10,,Greifswald,,
4082,Pomerani,,1630-07-10,,Szczecin,,
4083,Wismar,,1648-10-24,,Wismar,,
4084,Switzerland,Swiss Confederati,1291-08-01,8211700,Bern,Zürich,15940mi
4085,Switzerland,Swiss Confederati,1499-09-22,8211700,Bern,Zürich,15940mi
4086,Swiss Confederatio,,1803-02-19,,Lucerne,,
4087,Syldavi,Kingdom of Syldavi,,,,,
4088,,,,,,,
4089,Syri,Syrian Arab Republic,3/8/1920,17064854,Damascus,Aleppo,71479mi
4090,Syri,Syrian Arab Republic,12/1/1924,17064854,Damascus,Aleppo,71479mi
4091,the Syrian Oppositio,(Opposition),3/18/2013,,Idlib,,
4092,the Syrian Oppositio,Syrian Arab Republic,3/18/2013,,Idlib,,
4093,Syri,,5/14/1930,,Damascus,,
4094,Tabal,,,,,,
4095,Tabasco,,,,Potonchán,,
4096,Tabriz Khanat,,,,Tabriz,,
4097,Taebong,,,,Cheorwon County,,
4098,Taebong,,,,Kaesong,,
4099,Tagalog Republic,,1896-08-24,,Man,,
4100,Tagalog Republic,,5/6/1902,,Man,,
4101,Republic of Katagalug,,1896-08-24,,Man,,
4102,Republic of Katagalug,,5/6/1902,,Man,,
4103,Tagaung Kingdo,,,,"Tagaung, Mandalay",,
4104,Tahirids,,,,Merv,,
4105,Tahirids,,,,Nishapur,,
4106,Taifa of Albarrací,,,,Albarracín,,
4107,Taifa of Albarrací,,,,Aragon,,
4108,Taifa of Albarrací,,,,Province of Terue,,
4109,Taifa of Algeciras,,,,Spain,,
4110,Taifa of Algeciras,,,,Algeciras,,
4111,Taifa of Algeciras,,,,Andalus,,
4112,Taifa of Algeciras,,,,Province of Cádiz,,
4113,Kingdom of Almerí,,,,Almerí,,
4114,Taifa of Alpuent,,,,Alpuente,,
4115,Taifa of Alpuent,,,,Province of Valen,,
4116,Taifa of Alpuent,,,,Valencian Community,,
4117,Taifa of Arcos,,,,Andalus,,
4118,Taifa of Arcos,,,,Arcos de la Fronter,,
4119,Taifa of Arcos,,,,Province of Cádiz,,
4120,Taifa of Arjo,,,,"Arjona, Spain",,
4121,Taifa of Badajoz,,,,Spain,,
4122,Taifa of Badajoz,,,,Extremadur,,
4123,Taifa of Badajoz,,,,Badajoz,,
4124,Taifa of Badajoz,,,,Badajoz province,,
4125,Taifa of Baez,,,,Baez,,
4126,Taifa of Carmo,,,,Province of Seville,,
4127,Taifa of Carmo,,,,Andalus,,
4128,Taifa of Carmo,,,,"Carmona, Spain",,
4129,Taifa of Constantina and Hornachuelos,,,,"Constantina, Seville",,
4130,Taifa of Córdob,,,,"Córdoba, Andalus",,
4131,Taifa of Déni,,,,Dén,,
4132,Kingdom of Granad,,,,Granad,,
4133,Taifa of Guadix and Baz,,,,Guadix,,
4134,Taifa of Jaé,,,,"Jaén, Spain",,
4135,Taifa of Jerez,,,,Jerez de la Fronter,,
4136,Taifa of Lisbo,,,,Lisbon,,
4137,Taifa of Lorc,,,,"Lorca, Spain",,
4138,Taifa of Mallorc,,,,Major,,
4139,Taifa of Málag,,,,Málag,,
4140,Taifa of Menorc,,,,Minor,,
4141,Taifa of Mértol,,,,Mérto,,
4142,Taifa of Moli,,,,Molina de Segur,,
4143,Taifa of Moró,,,,Morón de la Fronter,,
4144,Taifa of Murci,,,,Mur,,
4145,Taifa of Murviedro and Sagunto,,,,Sagunto,,
4146,Taifa of Niebl,,,,"Niebla, Spain",,
4147,Taifa of Orihuel,,,,Orihue,,
4148,Taifa of Purch,,,,Purchen,,
4149,Taifa of Rond,,,,Rond,,
4150,Taifa of Saltés and Huelv,,,,Saltés,,
4151,Taifa of Santa Maria do Algarv,,,,"Faro, Portug",,
4152,Taifa of Santaré,,,,"Santarém, Portug",,
4153,Taifa of Segur,,,,Segur,,
4154,Kingdom of Sevill,,,,Seville,,
4155,Taifa of Silves,,,,"Silves, Portug",,
4156,Taifa of Tavir,,,,Tavir,,
4157,Taifa of Tejad,,,,Escacena del Campo,,
4158,Taifa of Toledo,,,,"Toledo, Spain",,
4159,Taifa of Tortos,,,,Tortos,,
4160,Taifa of Valenci,,,,Valen,,
4161,Taifa of Zaragoz,,,,Zaragoz,,
4162,Taiping Heavenly Kingdo,,1851-01-11,,Tianjing,,
4163,Taiw,Republic of Chi,10/10/1911,23476640,Taipe,New Taipei ,13974mi
4164,Taiw,Republic of Chi,1/1/1912,23476640,Taipe,New Taipei ,13974mi
4165,Taiw,Republic of Chi,,,,,
4166,Tajik SSR,,12/5/1929,,Dushanbe,,
4167,Tajikist,Republic of Tajikist,9/9/1991,8610000,Dushanbe,,55251mi
4168,Tajikist,Republic of Tajikist,12/25/1991,8610000,Dushanbe,,55251mi
4169,Takrur,,,,Morf,,
4170,Tālav,,,,Beverīna Municipality,,
4171,Taloss,Kingdom of Taloss,12/26/1979,255,,,13km
4172,Lenkar,,,,Lankaran,,
4173,Talysh Republic,,6/21/1993,,Lankaran,,
4174,Tamilak,,,,,,
4175,T,,,,Jeju City,,
4176,T,,,,,,
4177,Sixteenth Dynasty of Hùng kings,,,,,,
4178,Tang dynasty,,0618-06-18,,Luoyang,,
4179,Tang dynasty,,0618-06-18,,Chang'an,,
4180,Tanganyik,,12/9/1961,,Dar es Salaam,,
4181,Tanganyik,,7/20/1922,,,,
4182,Tangier,,,,Tangier,,
4183,Tannu Uriankhai,,,,,,
4184,Tanzani,United Republic of Tanzani,12/9/1961,51820000,Dodom,Dar es Salaam,365756mi
4185,Tanzani,United Republic of Tanzani,12/10/1963,51820000,Dodom,Dar es Salaam,365756mi
4186,Tao-Klarjeti,,,,Ardanuç,,
4187,Tegali,,,,,,
4188,Tarasc,,,,Tzintzuntzan (Mesoamerican site),,
4189,"Sindh, Balochistan, Gujarat",,,,,,
4190,Tarumanagar,,,,Bekas,,
4191,Tarumanagar,,,,Jakar,,
4192,Tatar,,,,,,
4193,Toungoo Dynasty,,1510-10-16,,Inw,,
4194,Toungoo Dynasty,,1510-10-16,,"Bago, Myanmar",,
4195,Toungoo Dynasty,,1510-10-16,,Taungoo,,
4196,Tay So,,,,Phú Xuân,,
4197,Tay So,,,,Qui Nhơn,,
4198,Nagar,,,,,,
4199,Kingdom of Upper Mesopotami,,,,Tell Leilan,,
4200,Teng,,,,Tengzhou,,
4201,,,,,,,
4202,Tenochtitl,,,,,,
4203,Tepic,,,,Te,,
4204,Old Livoni,,,,Rig,,
4205,Commonwealth (Insular area),,,4065516,,,22294.2km
4206,Unincorporated territories of the United States,,,4065516,,,22294.2km
4207,Insular ar,,,4065516,,,22294.2km
4208,New Gui,,6/28/1919,,Rabau,,
4209,Papu,,1883-11-06,,Port Moresby,,
4210,Papua and New Gui,,7/1/1949,,,,
4211,Territory of the Military Commander in Serbi,,4/22/1941,,Belgrade,,
4212,Texas,,1861-02-01,,"Austin, Texas",,
4213,Texas,,1861-02-01,,History of Texas,,
4214,Thailand,Kingdom of Thailand,,67959000,Bangkok,Bangkok,198115mi
4215,Thanjavur,,,,Thanjavur,,
4216,Thanjavur Nayak,,,,Thanjavur,,
4217,Thato,,,,Thaton,,
4218,The Bahamas,Commonwealth of the Bahamas,7/10/1973,321834,"Nassau, Bahamas",,5358mi
4219,,Republic of the Gambi,2/18/1965,,Banju,Serekund,4007mi
4220,Gambi,,2/18/1965,,,,
4221,,,,,,,
4222,,,,206831371,,,
4223,Protectorat,,1653-12-16,,London,,
4224,Thinite Confederacy,,,,Thinis,,
4225,Ur III dynasty,,,,Ur,,
4226,Third Intermediate Period of Egypt,,,,Bubastis,,
4227,Third Intermediate Period of Egypt,,,,Meroë,,
4228,Third Intermediate Period of Egypt,,,,Tanis,,
4229,Third Intermediate Period of Egypt,,,,Twenty-first Dynasty of Egy,,
4230,Third Intermediate Period of Egypt,,,,Twenty-second Dynasty of Egy,,
4231,Third Intermediate Period of Egypt,,,,Twenty-third Dynasty of Egy,,
4232,Third Intermediate Period of Egypt,,,,Twenty-fourth Dynasty of Egy,,
4233,Third Intermediate Period of Egypt,,,,"Sais, Egy",,
4234,Third Intermediate Period of Egypt,,,,Heracleopolis Magn,,
4235,Third Intermediate Period of Egypt,,,,Twenty-fifth Dynasty of Egy,,
4236,Madagascar,,9/12/1992,,Antananarivo,,
4237,South Kor,,,,,,
4238,Venezuel,,,,,,
4239,Thirteen Colonies,,,,London,,
4240,Thirteen Colonies,,,,Kingdom of England,,
4241,Thirtieth Dynasty of Egypt,,,,Sebennytos,,
4242,Ireland,,,,Ennis,,
4243,Thonburi Kingdo,,,,Thonbur,,
4244,Thor,,,,,,
4245,Three Leagues,,,,Chur,,
4246,,,,,,,
4247,Thurn und Taxis,,,,Regensburg,,
4248,Tiberina Republic,,1798-02-04,,Perug,,
4249,Tibet,,,,Lhas,,
4250,Tibet,,,,Lhas,,
4251,Timurid Empir,,,,Her,,
4252,Timurid Empir,,,,Samarkand,,
4253,Tiwanaku empir,,,,Tiwanaku,,
4254,Tlatelolco,,,,,,
4255,Tlaxcal,,,,Tlaxcala City,,
4256,Tobago,Tob,,,"Scarborough, Tobago","Scarborough, Tobago",116mi
4257,Togo,Togolese Republic,4/27/1960,7552318,Lomé,Lomé,21925mi
4258,Togoland,,1884-07-05,,Lomé,,
4259,Togoland,,1884-07-05,,Sebe,,
4260,Togoland,,1884-07-05,,Baguid,,
4261,Tokelau,,,,List of DNS record types,Fakaofo,3.86mi
4262,Tokugawa shogunat,,1600-10-21,,Edo,,
4263,Toltec Empir,,,,Tula (Mesoamerican site),Tula (Mesoamerican site),
4264,Fifth Dynasty of Hùng kings,,,,Phong Châu,,
4265,Tong,Kingdom of T,6/4/1970,,Nukuʻalof,,289mi
4266,Tonki,,,,Hano,,
4267,Torres Strait Islands,Torres Strait Islands,7/1/1994,,"Thursday Island, Queensland",,
4268,Torres Strait Islands,,7/1/1994,,"Thursday Island, Queensland",,
4269,Toucouleur Empir,,,,Ségou,,
4270,,,,,,,
4271,Trần dynasty,,,,Hano,,
4272,Trần dynasty,,,,Thanh Hó,,
4273,Transcaucasian Federatio,,2/24/1918,,Tbilis,,
4274,Transcaucasian SFSR,,3/12/1922,,Tbilis,,
4275,Somali,,4/6/2004,,Mogadishu,,
4276,Ethiopi,,5/28/1991,,,,
4277,Somali,,,,,,
4278,Transkei,,,,Mthath,,
4279,Transnistri,Pridnestrovian Moldavian Republic,7/21/1992,505153,Tiraspo,,1607mi
4280,Transnistri,Pridnestrovian Moldavian Republic,9/2/1990,505153,Tiraspo,,1607mi
4281,,Transnistria autonomous territorial unit with special legal status,7/27/2005,,,,
4282,Trans-Oconee Republic,,,,,,
4283,Transpadane Republic,,1796-11-15,,Milan,,
4284,,,5/31/1902,,Pretor,,
4285,Travancor,,,,Thiruvananthapuram,,
4286,Travancor,,,,Padmanabhapuram,,
4287,Travancore-Cochi,,,,Thiruvananthapuram,,
4288,Negropont,,,,Chalcis,,
4289,,,,,,,
4290,Trinidad and Tobago,,8/31/1962,,,,
4291,Central Powers,,1882-05-20,,,,
4292,Tripolitanian Republic,,11/16/1918,,‘Aziziy,,
4293,Tristan da Cunh,,1816-08-14,,Edinburgh of the Seven Seas,,80mi
4294,,Tromelin Island,1776-11-29,,,,
4295,Trucial States,,1820-01-08,,,,
4296,Somali,,4/1/1950,,Mogadishu,,
4297,Pacific Islands,,7/18/1947,,Saipan,,
4298,Tsangp,,,,Shigatse,,
4299,Bulgari,,,,Ohrid,,
4300,Bulgari,,,,Skopje,,
4301,Bulgari,,,,Sof,,
4302,Bulgari,,,,Veliki Preslav,,
4303,Bulgari,,,,Veliko Tarnovo,,
4304,Bulgari,,,,Vidin,,
4305,Russi,,1547-01-16,,Moscow,,
4306,Russi,,1547-01-16,,Saint Petersburg,,
4307,Russi,,1547-01-16,,Alexandrov Kremlin,,
4308,,,,,Vidin,,
4309,Tughluq Dynasty,,,,Delh,,
4310,Tu'i Tong,,,,Muʻa (Tongatapu),,
4311,Tulunid dynasty,,,,Al-Qata',,
4312,Tunisi,Tunisian Republic,1705-07-15,10982754,Tunis,,63170mi
4313,Tunisi,-Jumhūrīyah at-Tūnisīyah,1705-07-15,10982754,Tunis,,63170mi
4314,Tunisi,Tunisian Republic,3/20/1956,10982754,Tunis,,63170mi
4315,Tunisi,-Jumhūrīyah at-Tūnisīyah,3/20/1956,10982754,Tunis,,63170mi
4316,,,,,,,
4317,Türgesh,,,,Balasagun,,
4318,Turkey,Republic of Turkey,7/24/1923,,Ankar,Istanbu,302535mi
4319,Turkey,Republic of Turkey,4/23/1920,,Ankar,Istanbu,302535mi
4320,,Cooperation Council of,,,,,
4321,,Turkic-Speaking States,,,,,
4322,,(Turkic Council),,,,,
4323,Göktürk Khaghanat,,,,Ordu-Baliq,,
4324,Northern Cyprus,,2/13/1975,,,,
4325,Turkoman Armeni,,,,,,
4326,Turkmen SSR,,5/13/1925,,Ashgab,,
4327,Turkmenist,Turkmenist,4/30/1918,5171943,Ashgab,Ashgab,188456mi
4328,Turks and Caicos Islands,Turks and Caicos Islands,,,Cockburn Town,Providenc,616.3km
4329,Tutul Xiu,,,,"Maní, Yucatán",,
4330,Tuvalu,Tuvalu,10/1/1978,10837,Funafu,,10mi
4331,Tuv,,10/11/1944,,,,
4332,Tuv,,8/14/1921,,Kyzy,,
4333,Tuyuhu,,,,Fuq,,
4334,Twent,,,626586,Enschede,,1503km
4335,Byzantiu,,,,,,
4336,Egypt,,,,Meroë,,
4337,Twenty-ninth Dynasty of Egypt,,,,Mendes,,
4338,Twenty-sixth Dynasty of Egypt,,,,"Sais, Egy",,
4339,Tyrconnell,,,,,,
4340,,,,,,,
4341,Udmurti,,,,Izhevsk,,
4342,Ugand,,10/9/1962,,,,
4343,Ugand,,,,Entebbe,,
4344,Ireland,,,,Bruree,,
4345,Ireland,,,,Castlelyons,,
4346,Ireland,,,,,,
4347,Ukrai,Ukrai,6/30/1941,44429471,Kiev,,"or 233,013mi"
4348,Ukrai,,6/30/1941,,Kiev,,
4349,Ukrai,,6/30/1941,,Lviv,,
4350,Ukrai,,11/7/1917,,,,
4351,Ukrainian SSR,,3/10/1919,,Kharkiv,,
4352,Ukrainian SSR,,3/10/1919,,Kiev,,
4353,Ukrai,,4/29/1918,,Kiev,,
4354,Ireland,,,,,,
4355,Umad,,,,Damascus,,
4356,Umad,,,,Harran,,
4357,,,6/26/1945,,,,
4358,,,10/24/1945,,,,
4359,Una-S,Una-Sana Cant,6/12/1996,,Bihać,Bihać,1592.7mi
4360,Santo Domingo,,1822-02-09,,Port-au-Prince,,
4361,Norwegian Unificatio,,,,,,
4362,Sweden and Norway,,1814-11-04,,Stockholm,,
4363,South Afric,,5/31/1910,,Cape Town,,
4364,South Afric,,5/31/1910,,Pietermaritzburg,,
4365,South Afric,,5/31/1910,,Bloemfontein,,
4366,South Afric,,5/31/1910,,Pretor,,
4367,United Arab Emirates,United Arab Emirates,,5779760,Abu Dhab,Dub,32278mi
4368,United Arab Republic,,2/22/1958,,Cairo,,
4369,United Arab States,,3/8/1958,,Cairo,,
4370,Belgiu,,1790-01-11,,Brussels,,
4371,Jülich-Cleves-Berg,,,,,,
4372,United Kingdo,,1801-01-01,64716000,London,,93628mi
4373,United Kingdo,,1707-05-01,64716000,London,,93628mi
4374,United Kingdo,,1801-01-01,,London,,
4375,Portugal,,1815-12-16,,Lisbon,,
4376,Portugal,,1815-12-16,,Rio de Janeiro,,
4377,Netherlands,,1815-03-16,,Amsterdam,,
4378,Netherlands,,1815-03-16,,Brussels,,
4379,,,,,,,
4380,,,6/26/1945,,,,
4381,,,10/24/1945,,,,
4382,Kosovo,United Nations Interim Administration Mission in Kosovo (UNMIK),6/10/1999,,Pristin,,
4383,West New Gui,,10/1/1962,,,,
4384,East Timor,,10/25/1999,,D,,
4385,Cambodi,,2/28/1992,,,,
4386,United Principalities,,1859-01-24,,Iaș,,
4387,United Principalities,,1859-01-24,,Buchares,,
4388,Italy,,1859-12-08,,Moden,,
4389,New Granad,,1811-07-20,,Tunj,,
4390,Río de la Plat,,1810-05-25,,Buenos Aires,,
4391,United Serb Republic,,,,"Pale, Bosnia and Herzegovin",,
4392,the United States,United States of Americ,1776-07-04,322369319,"Washington, D.C.",New York ,3805927mi
4393,the United States,United States of Americ,1781-03-01,322369319,"Washington, D.C.",New York ,3805927mi
4394,USAMGIK,,9/8/1945,,,,
4395,Ryukyu Islands,,12/15/1950,,,,
4396,Cub,,1898-04-20,,Havan,,
4397,Ryukyu Islands,,4/1/1945,,,,
4398,United States Minor Outlying Islands,United States Minor Outlying Islands,,300,,,13.2mi
4399,Colombi,,,,,,
4400,United States of Indonesi,,12/27/1949,,Jakar,,
4401,Ionian Islands,,1815-11-09,,Corfu (city),,
4402,,,,,Caracas,,
4403,United States Virgin Islands,Virgin Islands of the United States,3/31/1917,103574,"Charlotte Amalie, U.S. Virgin Islands",,133.73mi
4404,United States Virgin Islands,Virgin Islands of the United States,7/22/1954,103574,"Charlotte Amalie, U.S. Virgin Islands",,133.73mi
4405,Suvadive Islands,,1/3/1959,,Thinadhoo (Huvadhu Atoll),,
4406,Unterwald,,,,,,
4407,Upingtoni,,1885-10-20,,Grootfontein,,
4408,Upper Canad,,1791-12-26,,"York, Upper Canad",,
4409,Upper Canad,,1791-12-26,,Niagara-on-the-Lake,,
4410,Mustang,Kingdom of Lo / Must,,7000,Lo Manthang,,700mi
4411,Mustang,སྨོནཋང,,7000,Lo Manthang,,700mi
4412,Upper Senegal and Niger,,,,Bamako,,
4413,Urartu,,,,Tush,,
4414,Urartu,,,,Arzashkun,,
4415,Urmia Khanat,,,,Urm,,
4416,Ursberg Abbey,,,,,,
4417,Uruguay,Eastern Republic of Uruguay,1825-08-25,3324460,Montevideo,,68037mi
4418,Uruguay,Eastern Republic of Uruguay,1828-08-28,3324460,Montevideo,,68037mi
4419,Uighur Empir,,,,,,
4420,Uyunid Emirat,,,,Qatif,,
4421,Uyunid Emirat,,,,Al-Has,,
4422,Uyunid Emirat,,,,Aw,,
4423,Uzbek SSR,,10/27/1924,,Samarkand,,
4424,Uzbek SSR,,10/27/1924,,Tashken,,
4425,Uzbekist,Republic of Uzbekist,9/2/1920,31025500,Tashken,Tashken,172742mi
4426,Vaghela dynasty,,,,Dholk,,
4427,Vakataka Empir,,,,Washim,,
4428,Valluvanad,,,,Angadipuram,,
4429,Vandal Kingdo,,,,Hippo Regius,,
4430,Vandal Kingdo,,,,Carthage,,
4431,Vanni,,,,,,
4432,Vanuatu,Republic of Vanuatu,7/30/1980,272264,Port V,Port V,12190km
4433,Brazil,,11/3/1930,,Rio de Janeiro,,
4434,Varman dynasty,,,,Pragjyotishpur,,
4435,Vatican City,Vatican City Stat,2/11/1929,842,,,0.17mi
4436,Kingdom of Quilo,,,,Kollam,,
4437,Vend,,9/13/1979,,Thohoyandou,,
4438,Venezuel,Bolivarian Republic of Venezu,1830-01-13,,Caracas,,353841mi
4439,Venezuel,Bolivarian Republic of Venezu,1811-07-05,,Caracas,,353841mi
4440,Venezuel,,,,Caracas,,
4441,Venezuel,,,,El Tocuyo,,
4442,Venezuel,,,,Santa Ana de Coro,,
4443,Verd,,,,Rotenburg an der Wümme,,
4444,Verd,,,,Cathedral chapter,,
4445,,,,,,,
4446,,,,,,,
4447,Vermont,,1777-01-15,,"Windsor, Vermon",,
4448,Vermont,,1777-01-15,,"Castleton, Vermon",,
4449,,,,,,,
4450,New Granad,,1717-05-27,,Bogotá,,
4451,Peru,,,,Cusco,,
4452,Peru,,,,Lim,,
4453,Río de la Plat,,1776-08-01,,Buenos Aires,,
4454,Río de la Plat,,1776-08-01,,Montevideo,,
4455,Vichy Franc,,7/10/1940,,De jure,,
4456,Vichy Franc,,7/10/1940,,Vichy,,
4457,Vidarbha Kingdo,,,,,,
4458,Videha Kingdo,,,,Janakpur Dham,,
